cps19_gender,cps19_yob,cps19_province,cps19_education,cps19_interest_elxn_1,cps19_v_likely,cps19_votechoice
2,34,22,7,9,1,3
2,38,14,9,10,1,2
2,65,24,7,10,1,3
2,36,14,4,NA,1,2
1,60,24,7,6,1,2
2,36,14,7,9,1,2
2,38,22,3,10,1,1
1,38,18,9,NA,1,1
2,34,14,9,9,1,1
2,45,22,9,7,1,9
1,44,17,6,2,1,3
2,28,24,5,10,1,2
2,37,22,7,10,1,1
1,28,15,9,5,1,5
1,62,22,7,7,1,2
2,69,22,9,6,2,5
1,50,22,10,10,1,5
1,48,22,6,9,1,1
2,48,20,8,NA,2,2
2,24,15,5,4,1,1
1,69,15,6,9,1,1
1,45,22,5,6,1,1
1,40,24,5,2,2,9
2,43,24,11,10,1,9
2,69,22,7,4,1,5
1,29,22,10,9,1,1
2,32,24,10,5,1,1
1,52,24,9,9,1,1
2,44,24,9,9,1,4
1,38,20,8,9,1,2
1,26,22,9,8,1,1
1,32,14,9,7,1,9
2,49,24,5,4,1,9
2,35,15,8,NA,1,9
1,43,22,5,7,1,2
1,46,25,4,7,1,2
1,26,15,8,10,1,2
2,30,14,8,10,1,2
2,25,22,6,7,1,3
2,36,15,9,10,1,2
2,59,24,6,7,2,1
1,53,24,8,0,1,6
1,61,22,6,9,1,9
2,57,24,8,6,1,4
1,75,24,6,7,1,2
1,35,20,7,10,1,3
2,54,22,6,3,NA,NA
2,48,22,7,10,1,2
1,35,18,9,6,1,2
2,68,22,9,6,3,NA
1,52,16,8,8,2,2
2,59,18,11,7,1,2
2,76,24,5,7,1,5
2,33,22,8,8,1,2
1,31,24,8,9,1,4
2,68,22,10,NA,1,3
2,61,22,9,8,1,1
1,33,24,10,8,1,4
1,71,24,9,10,1,3
2,36,15,5,5,1,2
2,75,15,8,9,1,1
1,25,22,7,8,1,9
1,64,22,11,9,2,1
2,70,22,7,4,2,5
2,46,16,9,7,1,3
1,43,24,7,8,1,1
2,53,22,11,10,1,1
2,61,14,6,6,1,3
2,40,14,7,10,1,2
2,64,20,8,7,1,3
1,56,20,8,8,2,9
2,59,22,9,7,1,1
2,44,20,7,10,1,9
1,65,14,10,10,1,2
2,38,14,7,8,1,9
1,62,20,10,7,1,1
2,65,22,7,8,1,1
2,26,16,8,10,1,1
2,78,17,8,5,2,2
2,52,22,7,7,1,2
2,40,20,8,2,2,2
2,35,22,5,9,1,9
2,42,22,7,9,1,9
2,43,22,6,4,1,9
1,42,15,7,7,1,5
1,37,24,5,7,1,3
1,64,18,6,8,1,5
2,71,20,6,4,1,2
1,25,22,11,10,1,9
1,32,22,5,4,3,NA
1,40,24,10,2,1,4
2,24,16,8,9,1,2
1,27,22,5,10,1,2
2,42,24,9,6,1,5
2,46,16,8,8,1,3
1,61,24,5,9,1,3
2,63,22,6,7,1,2
1,38,25,8,8,1,2
1,29,15,7,5,1,1
1,43,24,11,2,1,1
2,82,24,6,9,2,1
2,52,14,6,10,1,2
2,75,22,9,4,1,9
1,81,22,5,8,1,9
2,28,22,8,NA,2,5
1,70,22,11,7,1,1
2,35,20,5,10,1,9
1,28,22,9,8,1,2
1,60,16,9,7,1,2
2,71,25,7,9,1,6
2,46,24,7,NA,1,1
1,55,21,9,NA,1,2
2,30,15,5,10,1,3
2,21,16,5,7,1,1
2,64,20,5,6,1,5
2,42,14,9,7,1,2
2,23,17,3,9,1,2
2,64,22,10,4,NA,NA
1,42,24,5,5,1,4
2,72,14,8,NA,2,9
2,64,20,5,6,1,3
2,49,22,7,3,1,3
2,54,20,6,NA,2,1
2,36,22,10,NA,1,3
1,33,22,7,7,1,1
2,78,16,5,6,NA,NA
1,45,22,7,7,1,9
2,37,14,7,9,1,2
2,63,24,7,8,1,1
1,38,20,9,8,1,1
2,42,22,7,10,1,3
1,50,22,10,6,2,9
1,37,22,7,NA,2,9
2,69,24,8,7,1,1
2,79,22,5,10,1,2
2,28,14,6,10,1,2
1,25,17,6,10,1,1
2,57,24,7,5,1,4
1,59,15,6,7,1,2
2,57,24,7,0,1,4
2,73,20,8,10,1,3
1,61,14,5,7,2,1
2,76,15,10,10,1,1
2,80,24,8,6,1,3
2,60,22,9,6,1,1
2,30,22,9,9,1,1
1,35,22,6,10,1,1
2,32,22,5,7,1,9
3,19,16,8,5,2,1
2,56,14,9,7,1,9
1,31,22,6,10,1,5
2,41,24,11,0,1,4
1,31,22,6,9,1,1
2,57,22,11,7,1,2
1,82,24,5,6,1,5
2,55,16,8,9,1,2
2,70,22,10,9,NA,NA
2,69,14,9,7,1,1
2,80,24,7,6,1,2
1,34,24,8,8,1,9
2,20,18,6,4,1,9
2,77,17,9,7,1,2
2,74,22,7,6,1,2
1,51,22,9,6,1,2
1,80,22,4,8,1,2
2,29,14,9,8,1,1
2,45,24,5,8,1,2
2,72,25,6,7,1,9
2,22,24,8,7,1,1
2,61,15,8,9,2,3
1,29,22,7,10,1,2
2,58,14,10,8,1,2
2,46,24,6,NA,1,4
2,66,20,5,7,1,1
1,49,17,7,3,3,NA
2,46,14,6,10,1,2
1,21,22,5,10,1,2
2,41,22,7,NA,1,3
2,71,22,10,9,1,1
1,62,14,7,10,1,1
2,68,24,7,7,2,1
2,39,15,7,10,1,2
2,51,14,4,8,1,2
1,30,15,10,6,1,2
1,66,22,7,9,1,2
2,72,18,8,10,1,3
2,67,16,9,NA,1,2
1,30,18,6,10,1,9
1,38,22,4,10,1,2
1,35,25,5,8,1,2
2,46,24,7,7,1,6
2,34,15,7,1,1,9
1,34,24,10,3,1,4
2,65,20,8,4,3,NA
1,26,24,5,8,1,4
2,60,17,9,7,2,2
1,30,15,9,10,1,1
1,62,22,10,8,1,2
2,24,22,9,8,1,2
2,62,15,9,NA,1,3
1,35,22,6,2,1,9
1,63,22,11,7,6,NA
2,63,18,7,6,1,3
2,73,22,9,9,1,3
1,41,22,9,3,2,2
2,70,15,10,7,NA,NA
1,44,14,7,7,2,9
1,26,22,8,8,1,2
1,51,24,4,10,1,4
2,54,24,6,6,2,2
1,63,22,7,7,1,2
2,64,24,5,9,1,4
1,37,22,9,NA,1,9
2,56,15,6,7,2,1
2,25,22,9,8,1,5
1,66,22,11,8,2,1
2,63,15,3,0,4,NA
2,58,22,10,7,1,1
2,72,16,5,5,6,NA
1,33,24,10,6,1,1
2,46,22,9,6,1,2
2,57,22,7,7,1,2
2,31,15,9,7,1,3
1,36,22,9,7,1,1
2,51,24,4,5,1,6
1,60,14,4,10,1,2
1,66,14,5,6,6,NA
1,55,20,5,10,1,1
2,34,22,8,9,1,1
2,44,22,10,10,1,9
2,17,20,6,8,1,1
2,70,22,9,9,1,2
1,27,22,7,10,1,1
2,54,20,9,3,2,3
2,74,15,7,4,1,2
2,67,15,7,6,1,3
2,63,24,9,5,2,9
1,54,22,8,6,1,2
1,34,22,9,8,1,5
1,49,24,7,8,1,4
1,44,15,6,10,3,NA
2,43,20,6,1,3,NA
2,38,14,6,10,1,1
2,51,24,4,6,2,4
2,50,17,5,8,1,9
2,60,15,7,6,1,2
2,27,22,7,6,1,2
1,23,22,7,9,1,1
1,27,22,9,10,1,1
2,63,15,9,8,1,3
2,48,24,5,3,2,9
1,34,22,8,NA,2,1
2,24,22,5,10,1,2
2,71,22,9,6,2,9
2,31,24,4,8,1,4
2,51,24,9,4,1,3
1,31,22,7,7,1,2
2,21,15,5,9,1,1
2,24,15,8,3,1,9
2,80,22,6,10,1,5
1,33,17,8,6,1,3
2,49,20,7,2,2,9
2,52,15,9,6,1,9
1,31,22,9,8,1,2
2,27,22,10,9,1,3
2,54,14,7,8,1,3
1,38,22,5,5,6,NA
2,80,22,6,7,2,3
2,70,14,9,10,1,2
2,55,22,9,6,1,1
2,68,22,4,10,1,1
1,28,15,7,9,1,2
2,45,22,9,9,1,2
1,37,20,5,10,1,9
1,39,25,7,7,1,2
1,81,24,5,4,1,1
1,58,15,9,7,2,5
1,57,22,9,9,1,1
1,54,22,9,7,1,5
2,79,22,6,6,NA,NA
2,69,22,10,10,1,1
2,38,24,4,7,1,9
2,79,22,8,NA,1,2
1,71,22,5,7,2,2
2,79,22,8,6,1,3
2,4,22,6,8,2,2
1,43,22,8,10,1,1
2,50,22,7,5,1,2
2,77,22,9,3,1,9
2,38,22,9,6,1,9
2,67,24,9,7,1,4
1,79,22,4,10,2,6
2,69,25,5,NA,2,3
2,79,22,7,7,1,3
1,42,16,9,9,1,5
2,55,18,9,10,1,2
1,31,24,7,NA,2,1
2,64,24,8,4,2,1
2,65,22,6,10,1,2
1,32,22,9,6,1,9
2,41,15,6,8,1,5
1,30,22,6,2,2,6
1,29,22,10,8,1,2
1,43,14,6,6,2,2
2,72,22,10,NA,1,3
1,73,22,7,8,1,5
2,79,22,5,NA,1,3
2,51,22,7,10,1,5
1,25,22,5,6,1,2
2,49,22,7,10,1,9
1,22,14,9,10,1,2
2,44,24,10,9,1,5
2,62,22,7,0,6,NA
2,54,20,10,8,1,1
2,42,15,5,10,1,2
2,33,20,9,7,1,2
1,28,24,6,5,1,1
2,47,22,7,3,2,9
1,42,20,6,8,1,1
2,41,22,5,10,1,2
2,32,22,9,6,1,2
2,63,14,10,6,1,3
2,63,20,9,9,1,3
2,42,16,6,5,1,9
1,37,22,9,8,1,2
1,62,22,6,NA,1,3
2,42,22,9,7,2,2
2,46,15,5,6,1,5
2,77,22,4,9,1,3
1,63,22,7,7,2,2
2,28,22,10,9,1,1
1,33,14,7,7,1,2
2,36,14,7,8,1,3
3,82,20,5,10,1,5
2,29,14,6,10,1,2
1,60,22,9,7,NA,NA
2,33,24,8,7,1,4
1,55,22,9,9,2,2
1,21,14,9,9,1,2
2,67,24,8,1,3,NA
2,51,16,11,6,2,9
1,65,22,10,7,1,1
2,57,18,7,5,3,NA
1,61,25,4,6,1,3
2,76,22,9,9,1,1
1,44,22,5,8,1,6
1,55,24,5,0,NA,NA
2,61,17,7,2,1,3
1,52,22,5,9,1,6
2,44,20,6,4,2,9
2,42,24,9,6,1,9
2,34,15,7,10,1,1
2,82,22,5,8,1,9
2,41,25,5,10,1,2
2,30,15,9,3,2,5
1,38,22,4,8,1,9
1,41,15,5,10,1,1
2,41,20,11,7,1,2
2,39,22,7,10,1,1
2,30,24,9,7,1,1
2,63,17,10,3,2,9
2,64,26,7,7,1,3
2,37,15,9,6,1,2
2,62,24,5,4,1,9
1,66,15,5,6,1,1
2,37,17,7,8,1,1
2,42,22,11,NA,1,1
1,34,22,7,7,1,6
2,37,24,5,8,1,3
1,45,22,6,10,1,2
1,47,22,6,3,2,1
2,45,22,6,8,1,2
2,45,24,9,3,1,9
2,52,20,9,8,1,1
2,54,18,5,5,2,1
2,76,25,4,10,1,1
2,82,22,5,8,1,9
2,61,20,4,4,1,1
2,74,22,9,7,1,1
1,52,22,7,7,1,2
2,81,25,8,8,1,3
2,42,14,7,10,1,2
2,62,20,10,6,1,1
2,40,15,7,8,1,1
2,58,14,5,NA,1,2
2,62,15,8,4,2,1
1,42,24,6,9,1,1
2,53,24,9,8,1,5
1,42,22,11,10,1,5
2,44,14,4,3,1,9
1,79,22,6,8,1,2
1,30,18,11,7,1,1
1,39,22,5,7,1,3
2,41,16,8,8,1,2
2,78,22,9,10,1,1
2,79,17,8,8,1,9
2,48,15,7,8,1,1
2,30,22,6,8,2,3
1,32,15,7,6,1,9
2,37,15,10,8,1,3
2,75,14,8,6,1,3
1,31,22,6,10,1,2
2,81,18,5,9,2,3
1,29,15,10,10,1,3
2,36,22,5,6,1,2
2,29,15,10,10,1,3
2,42,22,10,7,1,5
1,46,22,6,7,1,2
2,51,22,8,10,1,2
2,60,14,7,9,2,1
2,12,22,4,9,1,2
1,29,14,11,NA,2,2
2,59,22,9,7,1,1
2,46,24,5,5,2,2
2,70,22,7,4,1,3
2,53,22,5,4,2,1
1,57,22,6,6,1,3
1,27,14,11,10,1,2
1,36,22,9,9,1,2
2,70,14,5,10,1,2
1,56,22,3,7,1,5
2,78,22,5,4,2,2
2,37,22,7,NA,1,9
2,69,24,11,4,2,9
1,47,22,10,5,1,2
2,64,22,5,10,1,2
1,73,14,5,10,1,3
2,80,15,8,6,2,3
1,70,14,7,6,1,1
2,35,20,10,8,1,1
2,62,24,5,7,1,1
1,30,22,6,9,1,9
2,69,22,9,NA,3,NA
2,72,22,9,10,1,1
2,30,22,9,10,1,1
2,24,14,7,10,1,2
2,82,15,8,9,1,3
2,41,18,5,4,3,NA
2,19,14,9,NA,2,9
2,36,22,7,6,1,9
1,81,22,5,10,NA,NA
2,45,17,7,10,1,9
2,33,14,9,3,1,1
2,55,22,9,7,1,6
2,74,22,6,NA,1,6
2,79,24,6,NA,6,NA
2,64,14,4,7,1,3
1,80,16,8,10,1,3
2,41,24,9,7,1,1
1,21,24,9,NA,1,4
1,35,24,9,8,1,2
1,69,14,9,9,1,9
2,56,14,10,9,1,9
2,51,22,7,7,6,NA
1,35,22,8,9,1,2
1,65,22,10,8,1,1
2,34,22,6,NA,1,1
3,80,16,8,7,2,9
1,71,17,9,10,1,1
2,46,24,5,4,5,NA
2,72,21,9,7,2,2
2,60,24,9,NA,1,1
2,75,22,5,NA,6,NA
2,74,15,5,8,1,1
2,79,22,5,8,1,3
1,62,22,6,4,2,9
1,62,25,4,9,1,2
2,39,22,5,9,1,1
2,31,22,8,8,1,1
2,51,22,10,9,1,9
1,70,14,9,9,1,2
2,51,22,7,1,2,9
1,47,24,9,6,1,1
1,33,20,7,8,1,1
1,38,24,6,9,1,2
2,44,15,8,10,1,1
2,27,15,9,7,1,1
2,44,20,9,10,1,2
2,47,14,8,10,1,3
2,48,22,9,NA,1,9
2,45,20,7,10,1,9
2,51,14,9,6,1,5
2,57,24,7,4,1,1
2,63,24,6,6,1,1
1,65,24,10,8,2,9
2,71,24,8,6,NA,NA
2,73,24,7,3,1,5
2,32,14,8,8,1,2
2,27,22,6,9,1,1
1,34,22,5,5,1,1
1,25,22,10,8,1,1
2,62,24,9,4,3,NA
1,71,22,10,NA,1,1
1,41,22,7,10,1,1
2,41,15,9,8,1,1
2,66,24,9,7,1,1
2,32,23,7,10,1,1
2,51,22,7,9,1,3
2,50,14,7,10,1,1
2,40,14,8,10,1,1
1,48,22,9,9,1,2
2,67,16,8,2,2,1
2,40,14,5,2,1,2
1,68,16,7,0,2,9
2,43,22,10,8,2,1
2,44,24,9,7,1,1
1,43,24,5,8,1,4
2,82,22,5,NA,1,5
1,76,22,9,5,3,NA
1,43,17,9,2,1,9
1,42,18,9,10,1,1
2,68,24,10,NA,2,1
1,47,24,6,6,2,4
2,48,20,7,7,1,1
2,63,22,7,3,2,9
2,34,14,9,10,1,2
2,57,24,4,6,1,9
1,61,24,10,8,NA,NA
1,60,17,9,6,NA,NA
2,39,22,8,7,2,3
1,51,24,5,NA,2,4
1,53,20,8,6,1,9
2,64,24,5,2,3,NA
2,73,14,9,8,1,2
1,60,22,9,4,3,NA
2,69,22,5,8,1,2
1,54,24,9,7,1,5
1,38,22,6,8,1,1
2,82,24,5,7,1,3
2,79,22,8,7,1,9
2,38,22,7,4,1,2
1,68,22,4,6,3,NA
2,70,22,9,8,1,1
1,35,24,7,10,1,9
1,28,22,10,8,1,2
2,68,15,9,8,1,5
2,31,22,7,6,1,9
2,56,15,9,8,1,2
1,40,20,7,10,1,2
2,62,22,9,9,1,1
2,41,17,9,9,1,1
1,56,22,9,5,2,2
2,62,24,5,6,1,1
2,45,14,8,10,1,1
1,26,15,11,9,1,5
2,79,20,7,NA,1,1
2,70,25,7,8,1,2
2,81,22,5,8,1,3
2,46,22,7,8,1,2
2,36,24,5,7,1,1
1,71,15,10,10,1,2
1,35,22,5,8,1,2
1,35,14,9,9,1,2
2,31,15,8,8,1,9
1,61,17,7,8,1,1
1,52,24,5,4,1,1
1,47,22,9,7,2,2
2,53,24,5,4,1,4
2,16,22,10,8,1,1
2,46,14,3,8,1,2
2,77,22,11,7,1,3
2,76,14,9,7,1,5
2,68,15,8,5,2,3
2,69,22,7,7,1,3
3,23,24,5,10,1,4
2,37,24,9,5,1,4
2,61,22,5,4,1,3
1,58,22,9,9,1,1
2,28,22,6,8,1,3
2,66,24,5,8,1,1
2,43,22,6,6,2,1
1,71,22,10,8,1,2
2,32,22,5,7,2,9
2,40,24,5,7,1,4
1,42,24,5,4,1,4
2,59,20,5,6,1,9
2,52,22,9,8,1,9
1,23,14,6,8,1,1
1,22,22,10,9,1,2
2,47,16,7,8,1,3
1,35,15,6,7,1,2
2,38,14,6,8,1,2
1,36,15,6,9,2,9
1,36,14,9,6,3,NA
2,61,24,9,7,1,1
2,52,18,7,10,1,7
2,58,14,7,2,3,NA
2,32,24,5,NA,1,4
2,56,25,7,9,1,5
1,60,15,8,NA,1,1
2,44,25,7,8,6,NA
2,64,14,10,10,1,2
2,35,24,7,8,1,1
2,48,22,9,NA,1,2
1,41,24,5,1,1,9
2,78,22,9,10,1,3
2,40,25,9,7,1,1
1,55,24,9,6,2,3
2,71,22,9,8,1,2
1,65,14,5,10,1,2
2,36,16,5,10,1,2
1,71,22,10,8,2,1
2,73,22,7,NA,1,1
1,39,14,7,7,1,1
1,58,22,9,8,1,1
2,48,24,6,4,1,9
1,77,22,4,8,1,3
2,59,14,9,NA,2,9
1,53,24,10,8,1,1
2,47,24,7,2,1,4
2,62,22,7,4,2,1
2,44,22,7,2,1,9
1,37,22,7,8,1,9
1,27,15,9,8,1,2
2,80,16,2,7,6,NA
2,74,14,5,7,1,3
2,80,22,5,9,NA,NA
2,61,22,9,0,1,9
1,24,22,7,8,1,2
2,42,22,10,10,1,1
1,48,22,7,9,1,2
2,46,14,7,3,1,1
2,55,15,9,3,1,9
1,57,24,7,NA,1,4
2,66,14,7,6,2,5
2,51,22,9,9,1,1
3,74,15,8,6,1,3
1,65,18,8,5,NA,NA
2,66,22,7,10,1,1
2,49,15,9,8,1,2
2,45,22,5,4,1,1
1,38,16,7,10,1,2
2,32,22,5,3,6,NA
2,48,23,7,NA,1,2
1,38,24,5,6,1,2
1,37,24,6,6,1,1
2,66,23,7,10,1,5
2,37,17,9,3,2,1
2,79,24,8,3,2,9
2,65,15,9,6,2,2
1,79,15,4,1,5,NA
1,40,22,9,7,1,9
2,74,24,8,NA,1,9
2,55,16,8,NA,2,3
2,36,14,5,7,1,1
1,82,22,5,5,1,1
1,73,14,5,4,NA,NA
2,64,24,10,9,1,5
2,45,24,7,NA,2,9
1,44,24,9,8,1,9
2,71,24,8,8,NA,NA
1,47,22,11,9,2,1
2,54,14,7,8,1,2
1,58,22,9,9,1,2
2,70,24,6,0,1,9
1,46,22,5,10,1,1
1,72,16,8,10,1,3
2,66,14,9,7,1,2
1,66,15,6,2,1,6
2,63,24,9,9,1,4
2,43,14,5,NA,1,2
2,49,24,9,3,1,9
2,74,14,9,10,1,2
2,59,22,10,6,NA,NA
2,9,22,11,8,1,1
1,49,24,5,7,1,2
2,26,22,9,10,1,1
2,56,20,9,8,1,9
2,55,22,5,9,1,1
2,78,22,5,7,2,3
2,47,14,4,8,1,9
2,38,24,9,7,1,9
1,64,15,7,8,1,3
1,50,14,9,2,3,NA
2,55,22,9,10,1,9
1,76,24,9,3,2,1
1,31,22,7,6,1,1
2,67,22,9,1,NA,NA
1,69,24,9,NA,1,2
2,82,14,5,7,1,2
2,39,25,11,10,1,3
1,80,16,8,7,1,1
2,68,14,7,3,2,6
2,50,22,5,5,1,9
2,52,20,6,10,2,1
2,71,16,9,10,1,3
1,29,20,9,10,1,1
1,53,25,7,8,2,2
2,69,15,8,9,1,1
2,62,14,7,9,1,2
2,47,14,5,7,NA,NA
1,74,22,7,10,1,2
2,63,25,9,8,1,3
2,69,14,9,10,1,6
2,81,24,6,7,2,9
2,24,25,7,9,1,5
2,80,22,8,8,1,3
2,60,14,7,7,1,2
1,41,14,9,8,3,NA
2,31,22,7,10,1,1
2,66,22,5,6,1,9
2,77,17,4,0,3,NA
2,61,24,9,6,1,9
1,29,16,4,7,2,1
2,74,22,9,2,2,3
2,50,14,6,6,2,2
2,39,20,10,10,1,1
2,70,22,7,10,1,1
2,67,25,10,2,NA,NA
1,47,24,7,7,1,6
2,71,22,5,0,2,2
2,55,22,4,6,1,5
2,60,22,5,10,1,3
2,73,15,5,NA,5,NA
2,81,14,8,7,NA,NA
1,59,22,9,2,2,5
1,59,16,3,7,2,1
1,41,22,5,9,NA,NA
2,78,16,8,2,NA,NA
1,41,22,5,9,1,2
2,34,15,11,8,NA,NA
1,32,22,11,4,1,1
1,73,14,8,4,1,3
2,63,14,8,7,1,3
2,67,22,7,7,1,3
1,31,22,10,8,1,1
2,51,22,9,7,1,1
1,70,22,7,6,2,2
2,75,22,9,5,3,NA
1,75,15,3,8,1,1
2,53,24,7,7,2,9
2,47,14,7,10,1,2
1,81,25,8,9,NA,NA
2,71,14,9,8,1,1
1,58,24,11,8,1,1
2,63,15,7,8,1,3
2,20,24,8,7,1,9
2,63,14,9,9,1,1
1,47,18,7,6,1,1
2,42,14,7,9,1,2
2,56,22,9,7,1,2
2,37,25,8,10,1,2
2,41,22,6,9,1,1
2,44,24,9,7,1,2
1,67,15,6,7,2,3
2,56,14,1,3,3,NA
1,63,22,4,10,1,1
1,62,24,2,8,1,1
1,78,15,8,8,2,3
2,61,15,8,4,1,1
1,51,24,4,1,4,NA
1,65,15,7,7,1,2
2,65,14,5,7,1,3
2,80,17,4,6,1,1
2,67,14,10,8,NA,NA
2,58,22,4,7,1,1
2,79,15,8,5,1,9
2,61,21,7,9,1,2
2,50,22,7,10,1,1
1,63,22,8,8,1,2
1,30,22,8,10,1,2
2,35,14,7,9,2,2
1,49,15,5,2,3,NA
2,48,14,9,8,1,3
2,56,22,7,NA,1,5
2,59,24,8,5,1,1
2,42,19,6,5,2,9
2,34,15,7,9,1,1
1,42,22,11,10,1,3
1,50,25,7,10,1,5
1,38,22,9,6,1,2
2,60,15,7,1,3,NA
2,36,22,9,9,1,9
2,57,20,6,7,1,2
2,39,15,6,10,1,9
2,48,24,8,10,1,1
1,52,24,11,6,1,1
2,71,24,9,6,2,9
2,45,15,7,8,1,9
2,58,22,9,8,NA,NA
1,24,22,9,0,4,NA
2,65,14,8,9,1,9
2,43,24,9,10,1,4
1,37,24,4,0,1,4
1,63,14,6,7,1,9
2,48,24,5,5,1,1
2,42,20,5,10,1,9
1,43,24,5,NA,1,2
2,36,17,6,7,1,9
1,28,24,5,6,1,2
2,58,20,9,NA,1,9
2,63,24,5,2,1,6
2,60,22,7,0,3,NA
2,45,18,10,6,1,1
1,34,24,7,3,1,4
1,34,20,8,8,1,1
2,35,20,8,6,1,1
1,40,18,9,7,6,NA
1,60,24,7,3,1,4
2,35,22,9,5,1,5
2,39,22,7,7,1,1
1,69,22,9,2,2,2
1,31,24,8,10,1,1
1,31,22,9,9,1,1
2,44,22,9,NA,2,9
2,54,24,6,3,3,NA
1,23,22,7,6,1,2
2,63,24,9,2,1,4
2,44,22,6,8,1,1
1,19,24,9,7,1,9
1,66,22,8,8,1,3
2,49,24,8,3,1,2
2,55,24,9,0,4,NA
2,47,24,12,8,1,4
2,36,17,5,4,1,9
1,43,22,9,9,2,1
2,41,18,7,5,1,1
1,57,17,5,7,1,1
2,66,24,6,3,2,9
1,73,20,6,8,1,9
1,32,22,7,8,1,5
2,49,14,10,NA,1,2
2,55,22,7,3,1,5
1,57,24,6,NA,2,9
1,41,22,7,10,1,2
1,30,18,6,8,1,1
2,44,24,9,0,3,NA
1,47,24,9,3,1,1
1,48,20,7,7,2,5
1,21,22,5,9,1,1
2,30,22,7,8,1,9
1,80,23,5,7,3,NA
2,54,24,6,7,1,5
1,34,24,5,8,1,4
1,27,24,11,NA,2,2
1,38,25,5,9,2,2
1,28,24,8,6,1,1
2,66,24,8,10,1,1
2,36,14,6,10,1,1
2,56,14,9,3,1,2
2,67,22,7,4,1,2
2,51,22,9,6,1,3
1,70,22,10,8,1,2
2,72,17,6,8,1,1
1,67,22,8,3,3,NA
1,50,22,5,3,1,9
1,37,22,7,9,1,1
2,37,24,8,2,2,4
1,22,22,4,8,1,2
2,55,24,4,2,2,4
2,76,24,9,8,1,4
2,31,22,9,6,1,9
1,59,20,6,5,2,9
1,53,17,9,10,1,2
1,81,24,9,6,3,NA
2,69,24,7,8,1,1
1,50,24,4,7,3,NA
2,28,22,9,6,1,3
1,74,20,5,NA,3,NA
2,35,25,7,10,1,2
1,29,22,5,8,1,2
2,79,22,5,NA,1,1
2,63,22,6,8,1,2
2,62,22,9,4,1,5
2,52,24,4,7,1,4
1,50,25,7,8,1,2
2,58,22,10,10,1,3
2,39,22,6,7,1,9
2,41,24,5,0,1,9
1,26,22,8,6,1,1
1,71,17,7,6,1,5
2,61,24,7,7,1,4
1,53,24,9,9,1,2
2,41,24,7,8,1,4
2,38,24,6,3,1,9
1,30,24,7,3,1,9
2,62,22,11,10,NA,NA
1,25,16,6,2,1,5
1,48,16,10,7,1,1
1,37,22,9,10,1,2
1,75,22,6,9,1,1
1,54,22,7,9,1,3
2,41,14,12,NA,1,9
1,33,24,7,8,1,2
1,33,24,5,7,1,1
2,79,22,6,10,1,3
3,77,22,8,8,2,9
1,29,24,10,10,NA,NA
2,28,22,6,7,1,1
1,17,24,5,10,1,4
2,47,16,7,8,1,2
1,66,15,5,7,NA,NA
1,51,22,9,6,3,NA
2,78,25,9,6,NA,NA
1,74,17,11,7,1,1
1,66,22,9,10,1,2
2,80,22,8,9,1,9
1,43,22,9,10,1,1
2,73,22,11,7,1,1
1,44,22,11,5,1,1
2,28,22,6,0,4,NA
2,45,22,9,8,1,1
2,65,22,7,NA,1,1
2,60,24,8,9,1,9
1,46,24,8,9,1,1
2,62,22,7,3,3,NA
1,37,14,10,2,4,NA
2,71,22,4,0,6,NA
1,29,24,5,7,6,NA
2,82,24,6,9,2,5
1,42,24,7,7,1,4
2,29,20,6,7,1,2
2,57,17,9,7,2,1
2,31,24,4,NA,1,4
1,27,22,7,8,1,2
2,48,14,4,10,1,2
2,34,22,7,3,1,1
2,69,25,6,10,1,2
2,60,24,9,8,1,2
2,63,14,6,7,1,2
1,41,24,9,8,1,1
1,49,20,7,9,1,3
2,71,24,11,NA,1,1
2,63,14,9,9,1,2
2,40,22,9,10,1,9
1,56,22,6,7,1,2
2,28,24,7,8,1,1
1,27,14,9,8,1,2
1,28,22,8,8,1,2
2,48,24,6,7,1,4
2,56,14,5,10,1,2
1,47,22,10,10,1,2
2,60,24,11,7,1,4
2,62,17,8,4,2,1
1,32,22,7,8,1,2
2,65,14,10,9,NA,NA
1,40,24,4,6,NA,NA
1,24,24,4,NA,1,1
1,32,20,6,10,1,2
2,67,16,9,5,1,9
1,50,22,7,7,1,2
1,48,22,10,7,1,3
2,35,17,6,6,1,2
1,25,14,9,1,1,2
1,64,22,8,6,1,1
2,67,24,11,7,1,2
1,39,22,10,10,1,1
2,45,20,5,3,2,1
2,27,18,5,NA,1,1
2,70,22,7,7,1,5
2,33,16,8,10,1,5
2,40,14,5,2,1,2
1,79,24,5,6,3,NA
1,65,22,7,9,1,3
2,58,24,6,NA,2,4
1,29,16,7,8,1,2
2,73,22,9,10,1,2
2,51,22,9,7,1,9
2,58,15,5,7,1,3
2,50,24,5,3,1,3
1,35,24,4,NA,1,2
1,33,24,8,9,1,1
2,70,24,5,NA,1,4
1,43,22,6,7,2,6
1,51,15,6,10,1,1
1,76,22,6,8,1,6
2,74,22,9,6,1,3
2,70,15,8,7,1,3
2,72,14,9,7,NA,NA
2,57,16,9,8,1,1
2,27,22,7,6,2,9
1,49,22,5,4,2,5
2,30,22,7,8,1,2
2,61,22,9,9,2,1
2,67,14,6,6,2,2
2,57,22,9,6,1,9
1,71,22,10,9,1,5
1,38,22,9,9,1,2
2,63,25,9,8,1,9
2,28,22,7,7,1,5
2,45,24,6,0,1,2
